asset,tf,family,donchian,ma_len,atr_k_entry,atr_k_trail,scale_in_layers,scale_in_gap_atr,partial_tp_r,partial_tp_frac,Sharpe,Sortino,Calmar,MaxDD,ProfitFactor,Ulcer,rsi_len,rsi_low_high,bb_len,bb_dev,mean_exit,max_layers,adx_len,adx_thr,vol_z_thr,hysteresis
EURUSD,4h,V3_TF,20.0,50.0,1.5,2.0,2.0,1.0,1.5,0.5,0.7343026357453482,0.9983115108491017,0.694915018823572,0.05767813609528996,1.700812815622982,12.923792779597248,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.0,3.0,3.0,1.2,2.0,0.33,0.6335110300940698,0.7733208266198169,0.6101237963153817,0.14194115447563005,1.2604857636499291,12.266044909432292,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.5,2.0,3.0,0.8,1.5,0.33,1.8672003093496232,2.3806646872080646,1.290741858298192,0.14428542352408694,2.286108552250339,9.151283534491787,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,3.0,1.0,0.8,2.0,0.5,0.8647823379003006,1.0588802225812615,0.620395140562362,0.24387631068746074,1.7292615932330075,12.46217744017366,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,1.5,2.0,0.8,2.0,0.33,0.917646330341794,1.1735290365518014,0.6605270014984052,0.23947479862841564,1.3951657521356469,5.321455660644441,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,3.0,2.0,1.0,2.0,0.33,1.4057898739500572,1.9520951462898843,1.1715199437476818,0.08333993662072778,1.738614064002702,10.062740472921433,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,2.0,0.0,0.8,2.0,0.5,1.6209640016973326,2.0367230915293986,1.3121849856941852,0.1219299886124678,1.58759135085004,10.530493053088222,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,3.0,0.0,1.0,1.5,0.33,1.3954368736873999,1.946985770282734,0.8420598343247939,0.09281776851106593,2.380522955998649,10.541731299120038,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,3.0,2.0,1.2,2.0,0.33,0.5716942905125596,0.6646857509928777,0.4601564052719505,0.1889259206000597,2.4878987486509363,14.72738043756218,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,1.5,1.0,1.2,2.0,0.5,0.8040283845146874,1.0035915267802513,0.6222431483914321,0.08964525897631925,1.8262789928902383,13.890321214600664,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,1.5,3.0,1.2,2.0,0.33,0.9825607947717847,1.1441809878539206,0.5824905719457198,0.22785425364304274,1.3880938527505604,9.991954215570015,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,2.0,0.0,0.8,2.0,0.33,0.9189021272159522,1.06861031648129,0.8072196889441823,0.11124406602577384,2.4339348984437965,12.312749930647337,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,1.5,2.0,1.0,2.0,0.33,1.0240842987512484,1.351439140393874,0.5690892554325874,0.18672835208266886,1.9430173632431995,8.894329028331386,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,3.0,3.0,1.0,1.5,0.33,1.3318162839157053,1.7213867920099974,1.260461535947195,0.05271976422607805,1.2860503658605493,12.627363350356784,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,3.0,0.0,1.0,1.5,0.33,1.4949838177216175,1.9785504072044409,0.9109120035895579,0.0770703191763354,1.178946308589927,12.463232640656797,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.0,1.5,0.0,1.0,2.0,0.33,1.787801604464405,2.338681490807942,1.2669406712513926,0.06220480444211745,1.4335724238578464,12.516775860614713,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,2.0,0.0,1.2,1.5,0.33,1.3810634826822927,1.7204715808594087,0.7446774870348138,0.1916823139888264,2.3010408448129067,9.58947555951827,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.5,3.0,1.0,0.8,2.0,0.33,1.3588838086104458,1.7873744168431778,0.9219882573523763,0.19065140191829605,1.2621026692779092,14.358358274980349,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,2.0,1.0,0.8,1.5,0.33,1.1350910156855911,1.2897646232184659,0.5879928566559216,0.10042618289219428,1.7364291802130538,14.970454158791583,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.5,3.0,2.0,1.2,2.0,0.5,0.55744717818986,0.7082688709793886,0.45374977010810047,0.06225991218932114,1.7515387975351169,12.01518556804771,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,3.0,3.0,0.8,2.0,0.5,0.6404465173982429,0.7952241431271336,0.5157130371713837,0.07221329715014875,1.3126524486123112,12.02853717346867,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.0,2.0,2.0,1.0,1.5,0.33,1.9953207901512489,2.541065738628192,1.5411438475440984,0.07622159845018511,1.9390205754439653,8.800587846544376,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,2.0,3.0,1.0,1.5,0.33,1.7188372913572858,2.079496903946953,1.4106470129616273,0.17261286472785375,1.2379328468834898,9.186138672243157,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.0,1.5,1.0,1.0,2.0,0.33,1.752263143738113,2.3210504476524205,1.5612282056256364,0.15173550985812007,1.1299941074737474,13.225396671111776,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,0.0,0.8,1.5,0.33,0.9035558880813819,1.0252199601334444,0.7294101084972991,0.23393476806879915,1.509403213623797,5.91502101369381,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,1.5,1.0,0.8,1.5,0.33,1.5094775360840145,1.9512400043016938,1.3782664397801339,0.1022233217428177,2.2243949879837954,14.83700814599494,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.5,2.0,1.0,1.2,2.0,0.5,1.6436602474552744,2.0716719483342687,1.142305879690308,0.06600445269902236,2.388291015973985,12.934905398510757,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,3.0,2.0,1.2,2.0,0.5,1.6162899119346565,1.9531258209202451,1.2001767018222593,0.1930887659663853,1.6216753737155263,13.14762402291924,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,1.5,0.0,0.8,1.5,0.33,1.8134636912071942,2.3833450010600097,1.397360053504943,0.24736632133815406,1.3414004684147012,11.421944428795078,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.5,1.5,1.0,1.0,1.5,0.5,1.6119650591516632,1.9698631108205042,1.039626603954356,0.2239198068947173,2.369295027384101,9.338766818738058,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,1.5,3.0,1.0,2.0,0.5,1.1503797278515477,1.4940700165443512,0.7828146667709223,0.07498851256625638,1.720360060466127,14.261942823926976,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,1.5,3.0,0.8,1.5,0.5,1.9809893700562853,2.384212174040019,1.2400283768172145,0.16012834657910915,1.8477288993461678,8.246425821522703,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,3.0,2.0,1.0,2.0,0.5,1.8971018400705926,2.616012946895993,1.5129198454381976,0.05726226795299379,1.4204917758826594,8.449885810180447,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,2.0,3.0,3.0,1.2,2.0,0.33,0.6786826036251286,0.9178940679754619,0.5951661912472485,0.21540047536456747,2.401396210698387,6.532772103470621,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,2.0,0.0,0.8,1.5,0.5,1.334177501372734,1.4828742101551757,1.0765150223805682,0.11343771529240801,1.8232550536079377,9.118200592969462,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,2.0,1.0,1.0,1.5,0.5,0.7573457128820117,0.8348054158025813,0.6476215757787915,0.07108599716672413,1.3184500479224615,5.8031445938459525,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,0.0,1.2,1.5,0.33,1.599163895128692,2.120431266807557,1.0270525050502342,0.09674100671459772,2.112530417872687,11.637379046647771,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,1.5,0.0,0.8,1.5,0.33,0.9097335718841473,1.132947103023653,0.6266594655765669,0.17137518945297076,2.2937177143405902,10.75385649905558,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,3.0,2.0,1.0,1.5,0.5,1.0206544158282138,1.4196044990588492,1.0089301186916309,0.17579113781779515,1.1697557848808935,13.029476355894708,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,3.0,2.0,1.2,2.0,0.5,1.5216216884828029,1.696359401235431,1.0204841616947171,0.1726434160743796,1.528544847346199,13.22132717667136,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,2.0,1.0,1.0,2.0,0.5,1.6547328978918048,1.989864937220555,0.8774463183564183,0.1518096658845464,2.133985044147833,14.356660324337794,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,3.0,0.0,1.0,1.5,0.5,1.0675556754449411,1.2537194460808998,1.0182348269159829,0.10163086025510631,2.2487003123439067,11.171438604989712,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,1.5,2.0,1.2,1.5,0.33,0.9960367297273296,1.3841203144897107,0.6366715499268149,0.06807500337012223,2.295627697754589,8.51226221440549,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,1.5,2.0,0.8,1.5,0.5,1.194974658841889,1.349055299741736,0.6209639176310967,0.07618556717045084,1.1849999344426785,13.583364482556455,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,2.0,1.0,2.0,0.33,1.4083214127505475,1.6739874126061327,0.7676379528018122,0.10841054689880532,1.9412219116996159,14.731135000438142,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,1.5,1.0,1.0,2.0,0.33,1.3079479213791414,1.673510832584999,1.0610796508551912,0.21406653268032866,2.1057509372382155,8.43533679004123,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,2.0,0.0,0.8,2.0,0.5,0.8230596396679213,1.1175766747078262,0.7533939387776273,0.2454028030518316,2.340787108582629,9.076046477601587,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,2.0,1.0,1.2,2.0,0.33,0.6086672194352709,0.7105099817011242,0.581147538360596,0.11316552017700923,1.1304841545066657,7.69074831990379,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.0,2.0,1.0,1.2,2.0,0.5,1.509835189024145,2.091064822726833,1.0932633503883482,0.235619381870955,2.0555485105231845,11.39328538072467,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.0,1.5,3.0,1.0,1.5,0.33,0.6464668724864818,0.8814750518768197,0.5143019920079154,0.22116855709825717,2.4920841016181186,12.852273415818901,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,1.5,1.0,1.2,1.5,0.5,1.2945909198188603,1.5392550164643253,1.2384507923294499,0.13741399704697482,1.8727582317667195,10.244839840414679,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,3.0,2.0,1.0,2.0,0.5,0.642641063948199,0.7617006787076831,0.36238259822882984,0.15977330611282717,1.1694409003052817,6.022737062561099,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,1.5,3.0,0.8,1.5,0.33,1.0386213897717627,1.38552366369994,0.7167602285692712,0.18397095657344653,1.202677101076843,11.167955260728888,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,2.0,3.0,1.2,2.0,0.5,0.5979846570899929,0.7713569891089641,0.4854608853214002,0.19073858189480353,1.435893588659314,8.168806029806841,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,3.0,1.0,0.8,1.5,0.5,1.8109754831202083,2.1962816035587314,1.238023580099461,0.1770287825297177,1.5833650766380631,5.924461084092725,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,2.0,3.0,2.0,1.0,1.5,0.5,1.0898244179685153,1.2490380029144155,0.6807857516318602,0.14241233349094956,2.2825898636408715,5.001359220385084,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,2.0,1.0,0.8,2.0,0.5,1.5129693717255241,1.7341770608587106,0.8847145046051265,0.0939450477004578,1.7940287087882794,5.921456987369153,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,1.5,1.0,0.8,2.0,0.33,1.2171667256053806,1.3534926031107113,0.6269609265108418,0.2096865930059424,1.8388444362575103,10.113687285453597,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,3.0,2.0,1.2,2.0,0.33,0.9009065161997043,1.2465892063993644,0.5521958626715446,0.23268121463727215,1.7152806059296395,11.39536643884394,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.0,1.5,3.0,1.2,2.0,0.33,1.7363894388226244,2.407543099399945,1.50162940520886,0.2204041223904873,1.5596103497990943,13.785574555370466,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,0.0,1.2,2.0,0.5,1.5781899428121193,1.7995600241544503,1.5154166559553393,0.07804739024869341,2.0532494946984903,10.170324921594824,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.0,1.5,0.0,1.2,1.5,0.33,0.8652983377244714,1.1487847578455497,0.5235944656909556,0.16991785348019428,1.895877928280725,8.724600598298533,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,2.0,2.0,1.0,1.5,0.33,1.460471728177937,1.8338529216442878,1.4548911122480823,0.2358606436011652,1.1374824623702737,8.59084847671115,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,2.0,3.0,1.0,1.5,0.33,1.0670791584559938,1.2924640840328574,0.9507730732628116,0.08872879769737235,1.1075010625402901,5.312446243733884,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,2.0,2.0,2.0,1.2,2.0,0.33,1.3569602954153617,1.7039396193901253,1.0334458220427056,0.1906147136655167,2.2897068894361023,10.146503780886267,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,3.0,0.0,0.8,2.0,0.33,1.172979953659816,1.429731127400364,0.679716314461228,0.14170751455202008,2.457072325951999,6.49495233476718,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,2.0,3.0,0.8,1.5,0.5,1.5873441639329076,2.180811655143074,1.5150777580117434,0.24459649490453278,1.1248143999855855,5.075901916686659,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,2.0,3.0,0.0,0.8,2.0,0.33,0.7791684257066389,0.9977625981713024,0.6994822666586753,0.06621952041564705,1.134097941367995,12.971592413206263,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,2.0,3.0,1.2,2.0,0.33,1.3768706683191527,1.7097350201995876,0.8872956690401431,0.147950181277046,1.806924052182612,11.758716140954071,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,3.0,2.0,0.8,1.5,0.33,0.5663669923667609,0.7845986676405865,0.3008645617568405,0.2438212076805944,1.3582937166837885,6.419460562286829,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,1.5,0.0,0.8,2.0,0.5,1.9493947463362127,2.3046188913214922,1.0907085962157017,0.14593791405418502,2.373751398357634,9.91484023864458,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,1.5,3.0,1.0,1.5,0.5,1.1906004785379503,1.317326197929877,0.8692963368055369,0.17887621683753668,1.3567736040003622,5.303679755539944,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,1.5,2.0,0.8,1.5,0.33,1.5360383692786947,2.1100959436321034,1.010761446507676,0.10354161128118203,1.9734643926528181,8.576697388131844,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,2.0,3.0,1.0,2.0,0.33,0.9644764189869444,1.113563572934716,0.7687857131932193,0.2408922761333721,2.271646823697954,12.029570037287352,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,2.0,1.0,1.0,1.5,0.33,0.6156480603905508,0.6855049153841805,0.5629130908797585,0.15561649791213653,1.4885888031499235,12.041242794536675,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,2.0,1.5,0.0,0.8,1.5,0.33,0.6044381022548344,0.7769704204984926,0.5590012326354742,0.1416585156808351,2.0315876276920686,11.57172910815075,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,1.0,0.8,2.0,0.33,1.5122445628094188,1.8042989146906114,1.1119631994732406,0.1533273328451912,1.1206657771542627,13.247177119802089,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.0,2.0,2.0,1.2,1.5,0.5,1.7162852817064205,2.2449636126442942,1.0737124502961468,0.23203720610514667,2.371404965451594,13.79657389839908,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,2.0,2.0,1.0,1.2,1.5,0.33,1.023210012831837,1.145010121977998,0.9739810861660604,0.2251606802673209,2.283314107094227,13.024541406482523,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.0,1.5,3.0,1.0,1.5,0.5,0.8312584740383204,1.1531960343040764,0.42850613736748855,0.21778732425698216,1.558558107656053,7.690107586065503,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,2.0,2.0,1.2,1.5,0.33,1.7432267862533735,1.9178114422619872,1.1337614555731432,0.0687160926388075,1.1255608205510468,6.8442024398090595,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,2.0,2.0,3.0,0.8,1.5,0.33,1.9656444002164584,2.30639333159556,1.340097303858469,0.11588974601864199,1.9425108767779649,5.731377875996503,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,3.0,1.0,1.0,2.0,0.5,1.4316332672179084,1.700916508019621,0.9052446057630398,0.13007920439535628,1.4179632124258352,12.24174190664265,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,1.5,0.0,1.0,2.0,0.33,0.6702176662469316,0.9310771330119594,0.5792184674326312,0.2447177140627202,2.418405054865487,5.866022280538256,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,2.0,1.0,0.8,1.5,0.5,1.0592729950657522,1.3405576285862157,0.8074745749313558,0.057800952988674784,1.282699159922561,8.159798910725797,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,2.0,3.0,0.0,1.2,2.0,0.5,1.042510937438447,1.2612993962304178,0.6079939877756128,0.10618140814730333,2.171004662514062,10.168946374970938,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,2.0,1.0,0.8,2.0,0.33,1.0123805480371892,1.305291169906316,0.5475886780645892,0.2451589242162125,1.8270053908512396,13.491867551048323,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.5,3.0,2.0,0.8,1.5,0.33,1.0142383543576325,1.187572438058389,0.5166414233404769,0.09011743240310838,1.6753103867381594,8.103609016019156,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,1.5,3.0,1.0,0.8,1.5,0.33,0.9246209562865286,1.124787601190693,0.5223125626066353,0.11506431314840584,1.5813867385669802,13.649566848982813,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.5,1.5,1.0,1.0,1.5,0.33,1.0984562355980358,1.2713347633241374,0.9349759641766511,0.12936593618680114,2.0916505912129058,9.240603475222422,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.0,3.0,3.0,1.0,1.5,0.5,0.7099868102067529,0.9619726041912183,0.5425033758021902,0.051707935424271795,1.8515320927257268,6.279186517095084,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.0,2.0,0.0,0.8,1.5,0.33,1.9154146692120473,2.2605989503687742,1.4189978274105333,0.1665259175652595,2.464257278683027,10.01320416791971,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,1.5,1.0,1.2,1.5,0.5,1.2079883934919784,1.690100478385965,1.1077401782664926,0.1933029042918442,2.4533099807982177,11.86437268687552,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,1.0,2.0,0.0,1.2,2.0,0.33,1.7016454062800832,1.8814786994267132,0.8987968629878038,0.11845584899994033,1.4484286799343136,7.6356831425172755,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,1.5,1.0,1.2,2.0,0.5,1.707377572333078,2.039430495652624,1.2923059541008024,0.13184665535412024,1.1852481183687575,8.620659439131979,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,2.0,1.5,3.0,1.0,2.0,0.5,0.8454475031928845,1.0335618555722763,0.7288449553917837,0.18676749446244817,1.587039687898428,7.256438853804522,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,2.0,0.0,1.0,2.0,0.33,0.949735494707628,1.0696338011449766,0.5377451526761551,0.15210175644579277,1.1238768253550626,9.775515824869778,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.0,1.5,1.0,0.8,2.0,0.33,0.7630312882910701,1.0094689061410833,0.4915410541476297,0.10119960269038578,1.8648967270618793,13.754325675306298,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.0,2.0,0.0,0.8,1.5,0.5,1.2390763751183917,1.7190106463247403,0.9791901885167881,0.18000733720047518,2.1789394617549807,6.67284817152259,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,2.0,1.0,0.8,2.0,0.5,1.8834926858491468,2.3275264118566033,1.4895830426022352,0.17259669617595674,2.139146745499219,10.53901276169443,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,2.0,1.5,0.0,1.2,2.0,0.5,0.9610685164700157,1.2234337062845857,0.9570702240876144,0.19621705868206724,2.3840663777669473,7.077795050671196,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,2.0,1.0,0.8,1.5,0.5,1.9388409770652895,2.527883011483168,1.9263775338923899,0.09844115171539523,1.8018823163280304,11.735417867742383,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.0,2.0,2.0,1.2,2.0,0.33,1.9522412336962778,2.3758556491222125,1.7641545871316962,0.1544551169372494,1.9991920652133044,8.995816966695298,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,200.0,1.0,1.5,3.0,0.8,1.5,0.33,1.6016370472451666,1.7709734587502655,0.9407564795541871,0.09421134031109712,1.3932349556775536,6.89599823390501,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,2.0,2.0,1.0,2.0,0.5,1.8066552584324225,2.455105054149106,1.4552970341507396,0.1456467159843906,1.3677897679622166,10.547277048047734,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,3.0,3.0,0.8,1.5,0.5,1.3447515760363564,1.5596206375292907,1.012256395768719,0.1954819601349898,2.195760111323131,7.96811145297675,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.0,3.0,1.0,1.2,1.5,0.33,1.5974473699590517,2.1981993998912004,0.8349702763845608,0.059684398482178484,1.5118297988398446,10.424453994069024,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,2.0,1.5,3.0,0.8,2.0,0.5,1.5977217351748014,2.1366513398057214,1.103642555002182,0.15992313844199293,1.7876388976367126,10.539136557707758,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,2.0,2.0,0.0,1.2,1.5,0.5,1.8459845899570395,2.571645601122673,0.9621884465559294,0.06568090660457743,1.908314628543264,14.428074845523703,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,3.0,2.0,0.8,2.0,0.33,1.5611993795968937,1.82670399481013,0.9547115785806891,0.11074044020224189,1.3570867326682095,8.789541328703315,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.0,2.0,1.0,1.0,1.5,0.33,1.2492851344905525,1.5933067110316081,0.7942897441342037,0.07528644181704958,1.846227873867825,11.592926612846805,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,3.0,0.0,0.8,2.0,0.33,1.8210825366478356,2.350150944073968,1.6226286209644076,0.2269083505425482,2.3664556611354977,9.22417026534896,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,2.0,3.0,0.0,1.2,1.5,0.33,0.7556196707760714,1.0169875869201481,0.7075700901538728,0.11523808770763613,2.1845587133881734,5.684168996358228,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,2.0,1.5,0.0,0.8,2.0,0.33,1.8341669915628607,2.4253501596843834,1.010547602283592,0.24978535883201997,2.1190226633823785,6.457543441953122,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,2.0,3.0,1.0,1.0,2.0,0.33,1.4647138240729816,1.8098337617091613,1.2966343115915422,0.23734416480833492,2.499706001115926,11.48292539525745,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,1.0,1.2,2.0,0.33,1.3403153749583419,1.767047725277475,0.6996421121184114,0.06465008159139059,2.2639917813710824,5.749608485166576,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,50.0,1.0,3.0,1.0,1.0,2.0,0.33,1.4113223062688485,1.8180814339158005,1.1310637286858254,0.057945610780727734,2.330472911293815,7.635334893625647,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,100.0,1.5,2.0,1.0,1.2,1.5,0.33,0.9214763357234452,1.2547880049732167,0.5601159034250605,0.11805546556405613,1.5108816953360884,10.36299489836323,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,3.0,3.0,1.0,1.5,0.33,1.573140330565661,1.8202371994918254,1.485390154046787,0.06404375918499104,1.3622298587852604,10.84563650161978,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.5,2.0,1.0,0.8,2.0,0.33,1.0418033486819573,1.4209059552878354,0.7293138921603823,0.2128015760338003,2.3806920309696675,9.351837358993407,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,200.0,1.5,2.0,0.0,1.0,1.5,0.5,1.9800434470374182,2.596146362023963,0.9941798648527054,0.16186026639946555,1.7526579098306259,8.0451090602135,,,,,,,,,,
EURUSD,4h,V3_TF,20.0,100.0,2.0,2.0,2.0,0.8,1.5,0.5,0.8912610088376653,1.1460467671650654,0.48207108765982276,0.1358299025807598,2.449151371689651,9.696963331705833,,,,,,,,,,
EURUSD,4h,V3_TF,60.0,50.0,1.5,3.0,0.0,1.0,1.5,0.33,0.7311769050960649,0.8601454055594544,0.7061484258670824,0.09823613341562193,2.04515931219199,9.369620193413942,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,200.0,2.0,1.5,2.0,1.0,2.0,0.33,1.4805915889275432,1.826046849946027,0.9648370773262045,0.06763261747838308,1.1085076128067084,8.243902289205135,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,50.0,1.0,3.0,1.0,1.0,2.0,0.33,1.324865153466404,1.4998973100397965,1.2093631051647913,0.05695846829252931,1.17263283832174,11.004396158808529,,,,,,,,,,
EURUSD,4h,V3_TF,40.0,100.0,1.0,3.0,0.0,1.0,2.0,0.5,1.7562681906582756,2.195771166374615,1.4584397603566175,0.15807935343610316,1.4869692208325846,8.55036862604468,,,,,,,,,,
